codigoOC;FechaEnvioOC;NombreOC;DescripcionOC;EstadoOC;ProcedenciaOC;MonedaOC;MontoNetoOC;DescuentosOC;CargosOC;ImpuestosOC;MontoTotalOC;ImpuestosOC_CLP;MontoNetoOC_CLP;MetodoPago;TipoDespacho;Financiamiento;UnidadCompra;UnidadCompraRUT;RegionUnidadCompra;entCode;Institucion;Sector;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;RegionProveedor;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;NombreItem;DescripcionItem;CantidadItem;UnidadMedida;MonedaItem;MontoNetoItem;DescuentoItem;CargosItem;ImpuestoEspecificoItem;MontoTotalItem;MontoNetoItemCLP
608-219-SE23;11-01-2023 0:00:00;ABR_APOYO UNIDAD PUESTA EN MARCHA;SERVICIO DE APOYO UNIDAD DE PUESTA EN MARCHA  RES.EX 6679 DE 07/09/2022 CONVENIO POR 12 MESES  SERVICIO CORRESPONDIENTE AL MES DE NOVIEMBRE CUOTA 4/12 INDICAR EN LA FACTURA LA OC La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato xml. Para consultas de estados de pago deberá ingresar a http] s://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a proveedores del estado.   ;Recepcion Conforme;Trato Directo;CLP;21577567;0;0;4099737,73;25677304,73;4099737,73;21577567;A 45 dias;Otra Forma de Despacho, Ver Instruc;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;LAYNER SPA;76.034.985-2;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.| OTROS SERVICIOS DE ATENCION DE LA SALUD HUMANA PRESTADOS POR EMPRESAS;Grande;Región Metropolitana de Santiago;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios de apoyo a la administración de empresas;Servicios de apoyo a la gestión;80161504;Servicios administrativos;Servicios administrativos;CS50030 APOYO A LA UNIDAD  DE PUESTA EN MARCHA ;1;Unidad no definida;CLP;21577567;0;0;0;21577567;21577567
608-542-SE23;10-02-2023 0:00:00;POC. ADQUISICIÓN DE INSUMOS CLINICOS ;ADQUISICIÓN DE INSUMOS CLINICOS ,SEGÚ RESOLUCIÓN EXENTA N° 545 DE FECHA 03.02.2023 (ASOCIADA A FACTURA N° 58745);Recepcion Conforme;Trato Directo;CLP;185800;0;0;35302;221102;35302;185800;A 45 dias;Otra Forma de Despacho;2204005003;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;IMPORTADORA Y COMERCIALIZADORA HOFMANN MEDICAL LIMITADA;76.695.020-5;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Grande;Región Metropolitana de Santiago;Equipamiento y suministros médicos;Productos administrados por vía intravenosa y arterial;Bolsas de infusión, recipientes y productos relacionados intravenosos y arteriales;42221702;Bolsas de traslado o recipientes de infusión intravenosa o arterial;Bolsas de traslado o recipientes de infusión intra;2250040  ADQUISICIÓN DE INSUMOS BOLSA LINER 1500 C/VALVULA Y BOCA VACIADO .;100;Unidad no definida;CLP;1858;0;0;0;185800;185800
608-115-SE23;07-02-2023 0:00:00;POC. ARRIENDO EQUIPOS OXIGENO TERAPIA DOMICILIARIA ;SERVICIOS DE  ARRIENDO EQUIPO OXIGENOTERAPIA CORRESPONDIENTE AL PERIODO DESDE EL 01-07-2022 HASTA EL 31-07-2022. SEGÚN RESOLUCIÓN EXENTA N° 00544 DE FECHA 03.02.2023. ;Recepcion Conforme;Trato Directo;CLP;4000242;0;0;760045,98;4760287,98;760045,98;4000242;A 45 dias;Otra Forma de Despacho;2204003001;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;LINDE GAS CHILE S.A.;90.100.000-K;FABRICACION DE SUSTANCIAS QUIMICAS BASICAS, EXCEPTO ABONOS Y COMPUESTO| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Grande;Región de Los Ríos;Equipamiento y suministros médicos;Productos de resucitación, anestesia y respiratorios;Sistemas y dispositivos de terapia de entrega de oxígeno;42271718;Accesorios para productos de administración de oxigenoterapia o sus suministros;Accesorios para productos de administración de oxi;CS50037 ARRIENDO DE EQUIPOS OXIGENOTERAPIA DOMICILIARIA CORRESPONDIENTE PERIODO  DESDE 21-07-2022 AL 31-07-2022.;1;Unidad no definida;CLP;4000242;0;0;0;4000242;4000242
608-163-SE23;09-01-2023 0:00:00;nre Adquisicion de Insumos Clínicos para la Unidad de Esterilizacion MES:ENERO 2023;COORDINAR PREVIAMENTE EL DESPACHO AL FONO 32-2577613 patricia.vasquezb@redsalud.gob.cl HORARIO DE ATENCIÓN DE BODEGA: Lunes a Jueves 08:30 A 17:00 Viernes 08:30 A 16:00 ENTREGAR EN BODEGA DE ESTERILIZACION   TÉRMINOS Y CONDICIONES  Sanciones: De acuerdo a lo indicado en las Bases. La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato xml. La Factura o Guía de Despacho que no sea digital (que se adjunte con mercadería) debe ser entregada en BODEGAS (INSUMOS CLINICOS o INSUMOS ESTERILES) según corresponda, NO SE ENTENDERA POR RECEPCIONADA SI ES ENTREGADA EN OTRO LUGAR DISTINTO A LOS ANTES MENCIONADOS. Para consultas de estados de pago deberá ingresar a https://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a  proveedores del estado;Recepcion Conforme;Trato Directo;CLP;1524000;0;0;289560;1813560;289560;1524000;A 45 dias;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;BIOCLIN S.A.;96.910.280-3;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Grande;Región de Valparaíso ;Equipamiento y suministros médicos;Productos para exámenes y control de pacientes;Evaluación de diagnóstico y productos para examen de uso general;42181515;Bandejas de examen;Bandejas de examen;3474000 BANDEJA TRATAMIENTO HEMODIALISIS ESTERIL ;1200;Unidad;CLP;1270;0;0;0;1524000;1524000
608-338-SE23;30-01-2023 0:00:00;POC. Compra Especial Clips Costales UAPQ;ADQUISICIÓN INSUMOS PABELLON QUIRURGICO COMPFRA ESPECIAL PAC. CONSTANZA ARANCIBIA . SEGUN RESOLUCIÓN EXENTA  N° 00450 DE FECHA 27.01.2023  QUE AUTORIZA PAGO.;Aceptada;Trato Directo;CLP;3300000;0;0;627000;3927000;627000;3300000;A 45 dias;Otra Forma de Despacho;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;INTERNATIONAL MEDICAL PRODUCTS S A;96.612.620-5;VENTAS AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS N.C| ALQUILER DE OTROS EFECTOS PERSONALES Y ENSERES DOMESTICOS N.C.P.;Mediana;Región Metropolitana de Santiago;Equipamiento y suministros médicos;Productos para el cuidado de heridas;Cierres médicos de tejidos y productos relacionados;42312007;Grapas médicas para uso interno;Grapas médicas para uso interno;B051396 ADQUISICIÓN DE CLIPS COSTAL 9 SEGMENTOS STRACOS, compra especial Pac. (Rut. 21036.XXX-X);3;Unidad no definida;CLP;850000;0;0;0;2550000;2550000
608-980-SE23;01-02-2023 0:00:00;SOB_BANDAS OLIGOCLONALES - ANTI AQUAPORINA Y ANTI ;ANTICUERPOS ANTI AQUAPORINA-4 (NMO) ANTI-MOG BANDAS OLIGOCLONALES. SERVICIO: POLI NEURO.   rut: 19.337.2XX-X RES  EXENTA N°95 18.01.2022  **FACTURA deben indicar número de orden de Compra del Portal Mercado Público y adjuntar INTERCONSULTA ORIGINAL del paciente que se realiza el examen.  ;Enviada a Proveedor;Trato Directo;CLP;158156;0;0;0;158156;0;158156;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;UC CHRISTUS SERVICIOS CLINICOS SPA;99.573.490-7;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| HOSPITALES Y CLINICAS;Grande;Región Metropolitana de Santiago;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Evaluaciones de salud individuales;85122201;Exámenes médicos;Exámenes médicos;EX10135_  ANTICUERPOS ANTI AQUAPORINA-4 (NMO) EX10136_ ANTI-MOG;1;Unidad;CLP;96650;0;0;0;96650;96650
608-13901-SE22;03-01-2023 0:00:00;KCD_08848-22_ARRIENDO DE M. DE HEMODIÁLISIS Y 02 E;ARRIENDO DE 18 MÁQUINAS DE HEMODIÁLISIS Y 02 EESTANQUES DE AGUA OSMOTIZADA RES. EXENTA N° 8848 DEL 30.11.2022 CONVENIO POR 6 MESES CUOTA 1/6 CORRESPONDIENTE AL MES DE NOVIEMBRE 2022 INDICAR EN LA FACTURA LA OC “ La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato xml. Para consultas de estados de pago deberá ingresar a http] s://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a proveedores del estado. ;Recepcion Conforme;Trato Directo;CLP;5693088;0;0;1081686,72;6774774,72;1081686,72;5693088;A 45 dias;Otra Forma de Despacho, Ver Instruc;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;PENTAFARMA S A;96.640.350-0;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Grande;Región Metropolitana de Santiago;Equipamiento y suministros médicos;Equipo y suministros para diálisis;Equipo de hemodiálisis extracorpórea y suministros;42161632;Unidad de hemodiálisis;Unidad de hemodiálisis;CS60006 ARRIENDO DE 18 MÁQUINAS DE HEMODIÁLISIS, MODELO 4008S CLASSIC BASIC  VERSION. CUOTA 1/6 MES NOVIEMBRE 2022;18;Unidad no definida;CLP;299616;0;0;0;5393088;5393088
608-577-SE23;23-01-2023 0:00:00;SOB_PET CT;EXAMENES DE PET CT  REX. N°8981 / 14/12/2022  SERVICIO: UCAM RUT: 11.831.8XX-X La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com ;Enviada a Proveedor;Trato Directo;CLP;730000;0;0;0;730000;0;730000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;CLINICA RENACA S A;79.576.810-6;FARMACIAS INDEPENDIENTES| SERVICIOS DE OTROS ESTABLECIMIENTOS QUE EXPENDEN COMIDAS Y BEBIDAS| HOSPITALES Y CLINICAS| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Grande;Región de Valparaíso ;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Laboratorios clínicos;85121808;Laboratorios de rayos X;Laboratorios de rayos X;PR10017 PET CT F-18-FDG PACIENTES ADULTOS;1;Unidad;CLP;730000;0;0;0;730000;730000
608-478-SE23;19-01-2023 0:00:00;MVE PET CT;EXAMENES DE PET CT  RUT: 4122XXX-X  SERVICIO : MEDICINA REX. N°8981 / 14/12/2022  La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com;Enviada a Proveedor;Trato Directo;CLP;730000;0;0;0;730000;0;730000;Otro, Ver Instrucciones;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;CLINICA RENACA S A;79.576.810-6;FARMACIAS INDEPENDIENTES| SERVICIOS DE OTROS ESTABLECIMIENTOS QUE EXPENDEN COMIDAS Y BEBIDAS| HOSPITALES Y CLINICAS| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Grande;Región de Valparaíso ;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Laboratorios clínicos;85121808;Laboratorios de rayos X;Laboratorios de rayos X;PR10017 PET CT ;1;Unidad;CLP;730000;0;0;0;730000;730000
608-769-SE23;03-04-2023 0:00:00;POC. PRESTACIONES CAPREDENA CENTRO SALUD SANTIAGO ; PRESTACIONES CAPREDENA (VARICES )CORRSPONDIENTES AL MES DE ENERO, FEBRERO Y MARZO 2020 CENTRO SALUD SANTIAGO. SEGÚN RES. EX. N° 1002 DE FECHA 16.02.2023.;Recepcion Conforme;Trato Directo;CLP;12075552;0;0;0;12075552;0;12075552;A 45 dias;Otra Forma de Despacho;221299901402;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;CAJA DE PREVISION DE LA DEFENSA NACIONAL;61.108.000-K;FARMACIAS INDEPENDIENTES| COMERCIO AL POR MENOR DE ARTICULOS OPTICOS| GOBIERNO CENTRAL| CLINICAS PSIQUIATRICAS, CENTROS DE REHABILITACION, ASILOS Y CLINICAS D| ESTABLECIMIENTOS MEDICOS DE ATENCION AMBULATORIA (CENTROS MEDICOS)| CENTROS DE ATENCION ODONTOL;Grande;Región Metropolitana de Santiago;Salud, servicios sanitarios y alimentación;Servicios para el cuidado de la salud de las personas;Ambulatorios;85101501;Servicios hospitalarios de emergencia o quirúrgicos;Servicios hospitalarios de emergencia o quirúrgico;XXXXXXX SERVICIO DE HOSPITALIZACIÓN (VARICES) CORRESPONDIENTES AL MES DE ENERO  DEL 2020. SEGÚN DETALLE.;17;Unidad no definida;CLP;503148;0;0;0;8553516;8553516
608-504-SE23;19-01-2023 0:00:00;SOB_PET CT;EXAMENES DE PET CT  REX. N°8981 / 14/12/2022  SERVICIO:OTORRINOLOGIA RUT: 8.108.1XX-X La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com ;Enviada a Proveedor;Trato Directo;CLP;730000;0;0;0;730000;0;730000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;CLINICA RENACA S A;79.576.810-6;FARMACIAS INDEPENDIENTES| SERVICIOS DE OTROS ESTABLECIMIENTOS QUE EXPENDEN COMIDAS Y BEBIDAS| HOSPITALES Y CLINICAS| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Grande;Región de Valparaíso ;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Laboratorios clínicos;85121808;Laboratorios de rayos X;Laboratorios de rayos X;PR10017 PET CT F-18-FDG PACIENTES ADULTOS;1;Unidad;CLP;730000;0;0;0;730000;730000
608-371-SE23;30-01-2023 0:00:00;AAA_06411-22_MANTENCIÓN DE VM NEONATAL;MANTENCIÓN DE VENTILADORES MECÁNICOS NEONATALES SLE RES.EX.6411 DE 25.08.2022 CONVENIO POR 12 MESES CUOTA 4/12 CORRESPONDIENTE A DICIEMBRE 2022 INDICAR EN LA FACTURA LA OC La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato xml. Para consultas de estados de pago deberá ingresar a http] s://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a proveedores del estado.;Recepcion Conforme;Trato Directo;CLP;994998;0;0;189049,62;1184047,62;189049,62;994998;A 45 dias;Otra Forma de Despacho, Ver Instruc;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;INGENIERIA E IMPORTACIONES M & M LTDA.;76.021.485-k;VENTA AL POR MAYOR DE MAQUINARIA, HERRAMIENTAS, EQUIPO Y MATERIALES N.| ALQUILER DE OTROS TIPOS DE MAQUINARIAS Y EQUIPOS N.C.P.| ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTION;Grande;Región de Valparaíso ;Servicios de producción y fabricación industrial;Servicios de apoyo o soporte a la fabricación;Servicios de mantenimiento y reparación de equipo de fabricación;73152101;Servicio de mantenimiento de equipo de fabricación;Servicio de mantenimiento de equipo de fabricación;CS20041 MANTENCIÓN VENTILADORES MECÁNICOS;1;Unidad no definida;CLP;994998;0;0;0;994998;994998
608-890-SE23;31-01-2023 0:00:00;yzc_INSUMOS DIALISIS FEBRERO 2023 ADICIONAL;INSUMOS DIALISIS PERITONEAL FEBRERO 2023 RES.EXE. N°9378_23/12/2022 SERVICIO DIALISIS Horarios de recepción ininterrumpida de:  Lunes a Jueves   08:30 A 17:00  Viernes   08:30 A 16:00 FONO: 32-2577613 – ANEXO: 327613      Secretario :patricia.alysum@gmail.com  Sanciones: De acuerdo a lo indicado en las Bases. La Boleta o Factura deben indicar número de orden de compra del Portal Mercado Público.  La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato XML. La Factura o Guía de Despacho que no sea digital (que se adjunte con mercadería) debe ser entregada en BODEGAS (FARMACOS, INSUMOS CLINICOS o INSUMOS ESTERILES) según corresponda, NO SE ENTENDERA POR RECEPCIONADA SI ES ENTREGADA EN OTRO LUGAR DISTINTO A LOS ANTES MENCIONADOS. Para consultas de estados de pago deberá ingresar a https://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a proveedores del est;Aceptada;Trato Directo;CLP;154620;0;0;29377,8;183997,8;29377,8;154620;A 45 dias;Otra Forma de Despacho, Ver Instruc;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;INDUSTRIAL Y COMERCIAL BAXTER DE CHILE LTDA;78.366.970-6;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Grande;Región Metropolitana de Santiago;Equipamiento y suministros médicos;Equipo y suministros para diálisis;Equipo de diálisis peritoneal;42161507;Soluciones de diálisis peritoneal;Soluciones de diálisis peritoneal;2210001 PERITONEO SIMPLE 5-6 L CON DEX-GLUC 1.5% CON CALCIO 3.5 MEQ;15;Unidad;CLP;5130;0;0;0;76950;76950
608-175-SE23;10-01-2023 0:00:00;ABR_MANT. SIST. DE LLAMADOS DE ENFERMERAS NUEVO H.;MANT. SIST. DE LLAMADOS DE ENFERMERAS NUEVO H. RES. EXENTA N° 1842 DE FECHA 14-04-2021 CONVENIO POR 24 MESES CUOTA 21/24 DICIEMBRE VALOR MENSUAL 52,42 UF MÁS IVA. CON EL VALOR DE LA UF AL DÍA “ La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato xml. Para consultas de estados de pago deberá ingresar a http] s://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a proveedores del estado.;Recepcion Conforme;Trato Directo;CLP;1846021;0;0;350743,99;2196764,99;350743,99;1846021;A 45 dias;Otra Forma de Despacho, Ver Instruc;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;96.515.660-7;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| OTROS PROFESIONALES DE LA SALUD;Grande;Región Metropolitana de Santiago;Servicios de producción y fabricación industrial;Servicios de apoyo o soporte a la fabricación;Servicios de mantenimiento y reparación de equipo de fabricación;73152102;Servicio de reparación de equipo de fabricación;Servicio de reparación de equipo de fabricación;CS20006 SERVICIO DE MANTENCIÓN DEL SISTEMA DE LLAMADO DE ENFERMERAS NUEVO HOSPITAL;1;Unidad no definida;CLP;1846021;0;0;0;1846021;1846021
608-477-SE23;19-01-2023 0:00:00;MVE PET CT;EXAMENES DE PET CT  RUT: 8283XXX-X  SERVICIO  : MEDICINA  REX. N°8981 / 14/12/2022  La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com;Enviada a Proveedor;Trato Directo;CLP;730000;0;0;0;730000;0;730000;Otro, Ver Instrucciones;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;CLINICA RENACA S A;79.576.810-6;FARMACIAS INDEPENDIENTES| SERVICIOS DE OTROS ESTABLECIMIENTOS QUE EXPENDEN COMIDAS Y BEBIDAS| HOSPITALES Y CLINICAS| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Grande;Región de Valparaíso ;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Laboratorios clínicos;85121808;Laboratorios de rayos X;Laboratorios de rayos X;PR10017 PET CT ;1;Unidad;CLP;730000;0;0;0;730000;730000
608-983-SE23;03-02-2023 0:00:00;AAA_07080-22_PIEZA CONVEXA ; COORDINAR PREVIAMENTE EL DESPACHO AL FONO 32-2577613 patricia.vasquezb@redsalud.gob.cl HORARIO DE ATENCIÓN DE BODEGA: Lunes a Jueves 08:30 A 17:00 Viernes 08:30 A 16:00 ENTREGAR EN BODEGA DE INSUMOS CLINICOS  TÉRMINOS Y CONDICIONES  Sanciones: De acuerdo a lo indicado en las Bases. La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato xml. La Factura o Guía de Despacho que no sea digital (que se adjunte con mercadería) debe ser entregada en BODEGAS (INSUMOS CLINICOS o INSUMOS ESTERILES) según corresponda, NO SE ENTENDERA POR RECEPCIONADA SI ES ENTREGADA EN OTRO LUGAR DISTINTO A LOS ANTES MENCIONADOS. Para consultas de estados de pago deberá ingresar a https://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a  proveedores del estado  ;Recepcion Conforme;Trato Directo;CLP;1004240;0;0;190805,6;1195045,6;190805,6;1004240;A 45 dias;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;SOC DISTRIBUIDORA COMERCIAL E INVERSIONES LAURA CARE LTDA;78.634.170-1;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Mediana;Región Metropolitana de Santiago;Equipamiento y suministros médicos;Productos para el cuidado de heridas;Suministros de ostomía y productos no quirúrgicos de drenaje de heridas;42312102;Aparatos de ostomía;Aparatos de ostomía;2257874	SET PLACA CONVEXA C/ARO FLOTANTE 44MM COLOSTOMIA TRANSP ;15;Unidad;CLP;6990;0;0;0;104850;104850
608-600-SE23;23-01-2023 0:00:00;SOB_PET CT;EXAMENES DE PET CT  REX. N°8981 / 14/12/2022  SERVICIO: UCAM RUT: 4.032.0XX-X La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com ;Enviada a Proveedor;Trato Directo;CLP;730000;0;0;0;730000;0;730000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;CLINICA RENACA S A;79.576.810-6;FARMACIAS INDEPENDIENTES| SERVICIOS DE OTROS ESTABLECIMIENTOS QUE EXPENDEN COMIDAS Y BEBIDAS| HOSPITALES Y CLINICAS| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Grande;Región de Valparaíso ;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Laboratorios clínicos;85121808;Laboratorios de rayos X;Laboratorios de rayos X;PR10017 PET CT F-18-FDG PACIENTES ADULTOS;1;Unidad;CLP;730000;0;0;0;730000;730000
608-1288-SE23;15-02-2023 0:00:00;HAZ_01041-22_ARRIENDO BOMBAS DE JERINGA	;ARRIENDO BOMBAS DE JERINGA RES.EX.1041 DE 11.02.2022 RES.MOD.N°1331 DE 09.03.2022 CUOTA 12/24 DEL 17-01-2023 AL 16-02-2023 INDICAR EN LA FACTURA LA OC La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com en formato xml. Para consultas de estados de pago deberá ingresar a http] s://pagos.sigfe.gob.cl/ o https://www.tgr.cl/ banner Pago a proveedores del estado.;Recepcion Conforme;Trato Directo;CLP;8166723;0;0;1551677,37;9718400,370000001;1551677,37;8166723;A 45 dias;Otra Forma de Despacho, Ver Instruc;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;COMERCIALIZADORA TERUMO CHILE LIMITADA;87.590.600-3;VENTA AL POR MAYOR DE INSTRUMENTOS CIENTIFICOS Y QUIRURGICOS| VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;Grande;Región Metropolitana de Santiago;Equipamiento para laboratorios;Equipos e insumos para laboratorio;Bombas y conductos de laboratorio;41105104;Bombas de jeringa;Bombas de jeringa;CS60015 ARRIENDO 200 BOMBAS DE JERINGA CUOTA 12/24 ENERO ;1;Unidad no definida;CLP;8166723;0;0;0;8166723;8166723
608-644-SE23;24-01-2023 0:00:00;SOB_PET CT;EXAMENES DE PET CT  REX. N°8981 / 14/12/2022  SERVICIO: HEMATOLOGIA  RUT: 8.767.1XX-X La Boleta Electrónica o Factura Electrónica debe ser enviada a: dipresrecepcion@custodium.com ;Enviada a Proveedor;Trato Directo;CLP;730000;0;0;0;730000;0;730000;30 dias contra la recepcion conforme de la factura;Despachar a Dirección de envío;;Hospital Dr. Gustavo Fricke;61.606.602-1;Region de Valparaiso;6936;HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR;SALUD;CLINICA RENACA S A;79.576.810-6;FARMACIAS INDEPENDIENTES| SERVICIOS DE OTROS ESTABLECIMIENTOS QUE EXPENDEN COMIDAS Y BEBIDAS| HOSPITALES Y CLINICAS| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Grande;Región de Valparaíso ;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Laboratorios clínicos;85121808;Laboratorios de rayos X;Laboratorios de rayos X;PR10017 PET CT F-18-FDG PACIENTES ADULTOS;1;Unidad;CLP;730000;0;0;0;730000;730000
